codigo,prompt_ia,descripcionNueva
4347,"Escribe una descripción comercial para una tienda de informática sobre el producto: Abroch. Dasa 10/50 Pinza Cromada. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4352,"Escribe una descripción comercial para una tienda de informática sobre el producto: Porta Taco Pizzini 9x9 Art 492. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4353,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Clip Ezco N*6. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4358,"Escribe una descripción comercial para una tienda de informática sobre el producto: Porta Lapiz Color. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4359,"Escribe una descripción comercial para una tienda de informática sobre el producto: Porta Clip Con Iman. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4386,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cola Pagoda X 60 Grs. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4387,"Escribe una descripción comercial para una tienda de informática sobre el producto: Voligoma 50 Ml. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4388,"Escribe una descripción comercial para una tienda de informática sobre el producto: Voligoma 30 Ml. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4398,"Escribe una descripción comercial para una tienda de informática sobre el producto: Adhesivo Sintetico Maxxum 30grs. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
441,"Escribe una descripción comercial para una tienda de informática sobre el producto: Aprieta Papel Binder N*5 -vg -51 Mm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4419,"Escribe una descripción comercial para una tienda de informática sobre el producto: Almoh.memoris  N* 3  Metal 7x10 - Chica. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4422,"Escribe una descripción comercial para una tienda de informática sobre el producto: Almoh.memoris  N* 2  Metal 12x8- Grande. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
443,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Ibh Botella B1- 290 Grs. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4431,"Escribe una descripción comercial para una tienda de informática sobre el producto: Aprieta Papel Binder N*5 - Ezco - 51 Mm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4432,"Escribe una descripción comercial para una tienda de informática sobre el producto: Aprieta Papel Binder N*1 - Sifap. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4437,"Escribe una descripción comercial para una tienda de informática sobre el producto: Aprieta Papel Binder N* 1- Vg 2,5 Cm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4438,"Escribe una descripción comercial para una tienda de informática sobre el producto: Aprieta Papel Sifap Nro 2. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4439,"Escribe una descripción comercial para una tienda de informática sobre el producto: Aprieta Papel Binder N*3 - Vg. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4442,"Escribe una descripción comercial para una tienda de informática sobre el producto: Aprieta Papel Binder N*4 - Ezco- 41mm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4444,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bandas Elasticas Credencial X 250 Gr-caj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4445,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bandas Elasticas Flexibands X 250 G. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
446,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Doble Sola.nro. 4053. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4460,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bandeja Porta Papeles Of. 1  Piso. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4467,"Escribe una descripción comercial para una tienda de informática sobre el producto: Registrador Avios A4 Gris. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4481,"Escribe una descripción comercial para una tienda de informática sobre el producto: Registrador Of. Palanca Niquelada. Gris. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4482,"Escribe una descripción comercial para una tienda de informática sobre el producto: Registrador Avios A4 /of. Colores. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4495,"Escribe una descripción comercial para una tienda de informática sobre el producto: Block Hus-6333- Esquela Cuadricula 80hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4496,"Escribe una descripción comercial para una tienda de informática sobre el producto: Block Hus-6334- Esquela Rayado 80hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4528,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.bic 1mm Opaco X 50 Unidades Negro. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4529,"Escribe una descripción comercial para una tienda de informática sobre el producto: Roller Edding Control 78 Azul. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4531,"Escribe una descripción comercial para una tienda de informática sobre el producto: Roller Ezco -negra 0 7mm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4532,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.paper Mate Kilometrico Verde. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4539,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.bic Cristal 0.8mm  Fina Rojo. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4540,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.bic 1mm Opaco X 50 Unidades Azul. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4541,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.bic Round Stic 1mm Azul. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4542,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.colegge Azul - Negro - Rojo. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4543,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.bic 1mm Opaco X Unidad. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4545,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.bic 1mm Rojo X Unidad. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4546,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.ezco 1 Mm Negro. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4550,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.paper Mate Kilometrico Negro. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4552,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.uni  Sa-s  Punta/metal-az-ne. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4579,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Dasa 10/50 X 1000. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4580,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Kw-trio 23/20 H. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4586,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Clip General Ofice N* 3 X100. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4595,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Mit 21/6 X 1000 -58-. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4596,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Mit 24/6 X 1000 -61-. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4597,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Mit 50 X1000 Para Pinza. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4598,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Nepaco Plastico Ezco  X 50 U. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4599,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Nepaco Metal N*2l X 50u. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4607,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Dorados Nro.3 X 100. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4609,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Dorados Nro.10 Caja X 100. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4610,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Clip Sifap N* 2  X 100. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4611,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Clip Mit N* 3 X 100. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4613,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Kw-trio 23/8. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4614,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Clip Sifap N*10 X 5 Unidades. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4616,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Mit 23/6 X 1000. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4619,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Clip Sifap Plastico X 100. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4621,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Clip Dl N* 5 Forr Colores X100. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4626,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Sellador De Silicona - Unifix - 25 Cm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4628,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Mit 10. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4629,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Mit 20/12 X1000. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4631,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Grap 10/50 X1000. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4633,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Grap 65 X1000. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4635,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Grap 21/6 X1000. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4639,"Escribe una descripción comercial para una tienda de informática sobre el producto: Caja Arch.fibra Negra Of. 3 Cm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4640,"Escribe una descripción comercial para una tienda de informática sobre el producto: Caja Arch.ref Super Grande 40x30x25. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4642,"Escribe una descripción comercial para una tienda de informática sobre el producto: Caja Arch.carton  A4 (30x25x12). Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4646,"Escribe una descripción comercial para una tienda de informática sobre el producto: Caja Arch.carton Of.12 ( 36x25x12). Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4648,"Escribe una descripción comercial para una tienda de informática sobre el producto: Caja Arch.carton Legajo 12 (38x28x12). Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4650,"Escribe una descripción comercial para una tienda de informática sobre el producto: Caja Arch.fibra Negra Of. 8 Cm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4652,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carbest Film Negro 10 Hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4653,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carbotype Film Azul 50 Hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4658,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Lama  A4 - Base Opaca - Azul. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4663,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  N* 2101 A4 Tipo Nep Metal-. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4664,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  N* 1132  A4 20 Folios. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4669,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  N* 1198 A4 80 Folios. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4670,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  F105  A4 Con Kismet. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4688,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Fibra Negra Oficio -2 Anillos. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4692,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Lama 10 Folios A4. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4696,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Colg. Delta 1*calidad Galvanizada. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4697,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Interior Doble Solapa Doblada1*cal. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4698,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Of. Doble L Presentacion. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4700,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  N* 3047 A4 Ta/transparente. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4701,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Veloz  F/55  C/broch.met.celeste. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4705,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. 3 Solapa C/elast Of.kraf Marron. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4707,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Veloz  F/55  C/ Broch.met.verde. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4708,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp..general Office Base Opaca Of Azul. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4727,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. 3 Solapa C/elast Of. De Colores. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4728,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Veloz  F/55  C/broch.met Rosada. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4732,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Fibra Negra Esquela 2 Ani. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4733,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Transparen.en L Con 2 Cuerpos Of.. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4739,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. General Office Of. Base Opaca Negr. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4745,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  N* 2101 A4 Tipo Nepaco. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4748,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Colg. Delta 1*cali (sin Galvanizar. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4749,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  F113  A4 C/separ Aro 3cm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4752,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  F119  Of C/separ 3cm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4766,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  N* 1136 A4 60 Folios. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4767,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  N* 1298 Of 80 Folios. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4768,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Alpha  N* 1234 Of 40 Folios. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4775,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cesto Papelero Plastico Redondo. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4776,"Escribe una descripción comercial para una tienda de informática sobre el producto: Chinches Ezco Colores X  50 Unidades. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4778,"Escribe una descripción comercial para una tienda de informática sobre el producto: Chinches Ezco Doradas X 100 Unidades. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4794,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cinta Adhes.stiko 12mm X 60mt Strap. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4797,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cinta Adhes.stiko 18mm X 25mt Strap. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4798,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cinta Cifra F. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4800,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cinta Adhes.auca 24x50 Transparente. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4805,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cinta De Enmascarar 18 X 40 Gral Ofice. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4810,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cinta Adhes.auca Enmascarar 24x50. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4813,"Escribe una descripción comercial para una tienda de informática sobre el producto: Clasific.g.office Cheque  12 Div.. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4820,"Escribe una descripción comercial para una tienda de informática sobre el producto: Maletin Portanotebook College Duncan Gri. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4821,"Escribe una descripción comercial para una tienda de informática sobre el producto: Clava Papel Clavo Niquelado. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4822,"Escribe una descripción comercial para una tienda de informática sobre el producto: Clava Papel P/confiteria -corto  Cromado. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4832,"Escribe una descripción comercial para una tienda de informática sobre el producto: Corrector Seco Ezco 5mm X 12mts. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4834,"Escribe una descripción comercial para una tienda de informática sobre el producto: Corrector Ezco Lapiz 7ml Punta De Metal. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4849,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cuad.16x21 Husares T-flex Esp- 80 Hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4860,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cuad.22x29.7 College C/esp. 84h Ray. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4864,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cuad.22x29 Ledesma Classis T-durcuad-84h. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4886,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cuad.22x29 Husares Cuadric Espiral 80 Hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4890,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cutter Rep.chico X 5u.. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4891,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cutter Rep.grande X 10u - 18 Mm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4894,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cutter Maped Grande D18211- 18mm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4895,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cutter Ezco 9m Plastico Chico- Sin Guia-. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4896,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cutter Onix Grande 18m Guia Plasti Sx8n. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4898,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cutter Olami Grande 18mm-guia Metal. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4926,"Escribe una descripción comercial para una tienda de informática sobre el producto: Fichas Hus 1702- N*2 Rayadas X 100. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4946,"Escribe una descripción comercial para una tienda de informática sobre el producto: Goma Maped Technic Duo Lapiz/tinta. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4947,"Escribe una descripción comercial para una tienda de informática sobre el producto: Goma  Ezco (lapiz-tinta) Gris/blanca. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4948,"Escribe una descripción comercial para una tienda de informática sobre el producto: Goma Nataraj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4976,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lapiz Noris Stadler  Hb2. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4980,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lapiz Stabilo - Othello 282. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4981,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lapiz Nataraj 621 Cuerpo Negro/rojo. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4983,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lapiz Bic Evolution X 1. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
4992,"Escribe una descripción comercial para una tienda de informática sobre el producto: Libreta Alfa Rayada S/indice  - N*80 -40 Hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5005,"Escribe una descripción comercial para una tienda de informática sobre el producto: Maletin Portanotebook Travel Engan.valij. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
